study_id,wos_id,authors,year,title,journal,doi,n_sample,country,screen_l1,screen_l1_reason,screen_l2,screen_l2_reason,eligible,doi_measure,fp_measure,r_reported,n_used,notes
S0596,000361473600006,"Cheung, Yan-Leung; Kong, Dongmin; Tan, Weiqiang; Wang, Wenming",2015,Being Good When Being International in an Emerging Economy: The Case of China,JOURNAL OF BUSINESS ETHICS,,,,UNSURE,title_insufficient,,,,,,,,wos
S0597,000360190600003,"Kim, Kyoung Yong; Pathak, Seemantini; Werner, Steve",2015,"When do international human capital enhancing practices benefit the bottom line? An ability, motivation, and opportunity perspective",JOURNAL OF INTERNATIONAL BUSINESS STUDIES,,,,UNSURE,title_insufficient,,,,,,,,wos
S0598,000358334900002,"Munoz-Bullon, Fernando; Sanchez-Bueno, Maria J.; Vos-Saz, Antonio",2015,Nascent entrepreneurs' personality attributes and the international dimension of new ventures,INTERNATIONAL ENTREPRENEURSHIP AND MANAGEMENT JOURNAL,,,,UNSURE,title_insufficient,,,,,,,,wos
S0599,000360806100010,"Da Gbadji, Luc Armel G.; Gailly, Benoit; Schwienbacher, Armin",2015,International Analysis of Venture Capital Programs of Large Corporations and Financial Institutions,ENTREPRENEURSHIP THEORY AND PRACTICE,,,,UNSURE,title_insufficient,,,,,,,,wos
S0600,000369949300004,"Raymond, Louis; Bergeron, Francois; Croteau, Anne-Marie; St-Pierre, Josee",2015,Developing Absorptive Capacity through e-Business: The Case of International SMEs,JOURNAL OF SMALL BUSINESS MANAGEMENT,,,,UNSURE,title_insufficient,,,,,,,,wos
S0601,000362613500020,"Heidenreich, Stefan; Mohr, Alexander; Puck, Jonas",2015,"Political strategies, entrepreneurial overconfidence and foreign direct investment in developing countries",JOURNAL OF WORLD BUSINESS,,,,Y,ip_firm_match,,,,,,,,wos
S0602,000362613500010,"Greve, Peder; Biemann, Torsten; Ruigrok, Winfried",2015,Foreign executive appointments: A multilevel examination,JOURNAL OF WORLD BUSINESS,,,,UNSURE,title_insufficient,,,,,,,,wos
S0603,000362232400002,"Sugathan, Anish; George, Rejie",2015,The influence of governance infrastructure and corporate governance on profit shifting,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,,,,UNSURE,title_insufficient,,,,,,,,wos
S0604,000359957200005,"Cieslik, Jerzy; Kaciak, Eugene; Thongpapanl, Narongsak (Tek)",2015,Effect of export experience and market scope strategy on export performance: Evidence from Poland,INTERNATIONAL BUSINESS REVIEW,,,,Y,ip_perf_match,,,,,,,,wos
S0605,000356495200004,"Muratova, Yulia",2015,The drivers of domestic acquisitions in People's Republic of China: a resource-based analysis,ASIA PACIFIC BUSINESS REVIEW,,,,UNSURE,title_insufficient,,,,,,,,wos
S0606,000361435600016,"Merino, Fernando; Monreal-Perez, Joaquin; Sanchez-Marin, Gregorio",2015,Family SMEs' Internationalization: Disentangling the Influence of Familiness on Spanish Firms' Export Activity,JOURNAL OF SMALL BUSINESS MANAGEMENT,,,,UNSURE,title_insufficient,,,,,,,,wos
S0607,000363536100001,"Falk, Martin; Hagsten, Eva",2015,Export Behaviour of Micro Firms in the Swedish Computer and Business Service Industries,ECONOMICS-THE OPEN ACCESS OPEN-ASSESSMENT E-JOURNAL,,,,Y,ip_firm_match,,,,,,,,wos
S0608,000361973500008,"Naing, Tin Htoo; Yap, Su-Fei",2016,"Multinationals, technology and regional linkages in Myanmar's clothing industry",ASIA PACIFIC BUSINESS REVIEW,,,,Y,ip_firm_match,,,,,,,,wos
S0609,000361973500007,"Nolintha, Vanthana; Jajri, Idris",2016,"The garment industry in Laos: technological capabilities, global production chains and competitiveness",ASIA PACIFIC BUSINESS REVIEW,,,,UNSURE,title_insufficient,,,,,,,,wos
S0610,000362075300007,"Tian, Wei; Yu, Miaojie",2015,"Processing trade, export intensity, and input trade liberalization: evidence from Chinese firms",JOURNAL OF THE ASIA PACIFIC ECONOMY,,,,UNSURE,title_insufficient,,,,,,,,wos
S0611,000362089900004,"Marques, Helena",2015,DOES THE GENDER OF TOP MANAGERS AND OWNERS MATTER FOR FIRM EXPORTS?,FEMINIST ECONOMICS,,,,Y,ip_firm_match,,,,,,,,wos
S0612,000360642300018,"Carneiro, Jorge; Amaral, Victor; Pacheco, Henrique; Moraes, Sylvia; da Silva, Gilberto Figueira",2014,THE PERFORMANCE LOGIC OF INTERNATIONAL DIVERSIFICATION,"MULTINATIONAL ENTERPRISES, MARKETS AND INSTITUTIONAL DIVERSITY",,,,UNSURE,title_insufficient,,,,,,,,wos
S0613,000360642300001,"Verbeke, Alain; Van Tulder, Rob; Lundan, Sarianna",2014,NEW ANALYSIS OF MULTINATIONAL ENTERPRISES AND THEIR LINKAGES WITH MARKETS AND INSTITUTIONAL DIVERSITY,"MULTINATIONAL ENTERPRISES, MARKETS AND INSTITUTIONAL DIVERSITY",,,,UNSURE,title_insufficient,,,,,,,,wos
S0614,000363043500003,"Masso, Jaan; Roigas, Kaert; Vahter, Priit",2015,"Foreign market experience, learning by hiring and firm export performance",REVIEW OF WORLD ECONOMICS,,,,Y,ip_perf_match,,,,,,,,wos
S0615,000363354700012,"Buigues, Pierre-Andre; Lacoste, Denis; Lavigne, Stephanie",2015,When over internationalized companies reduce their international footprint,INTERNATIONAL BUSINESS REVIEW,,,,Y,ip_firm_match,,,,,,,,wos
S0616,000364026400008,"Gkypali, Areti; Rafailidis, Apostolos; Tsekouras, Kostas",2015,Innovation and export performance: do young and mature innovative firms differ?,EURASIAN BUSINESS REVIEW,,,,Y,ip_perf_match,,,,,,,,wos
S0617,000437527400002,"Cristadoro, Riccardo; D'Aurizio, Leandro",2015,A PROFILE OF THE ITALIAN MULTINATIONAL FIRMS,POLITICA ECONOMICA,,,,UNSURE,title_insufficient,,,,,,,,wos
S0618,000410002500006,"Hatzikian, Yannis",2015,Exploring the Link between Innovation and Firm Performance,JOURNAL OF THE KNOWLEDGE ECONOMY,,,,UNSURE,title_insufficient,,,,,,,,wos
S0619,000409800100004,"Ismail, Noor Azlin; Kuivalainen, Olli",2015,The effect of internal capabilities and external environment on small- and medium-sized enterprises' international performance and the role of the foreign market scope: The case of the Malaysian halal food industry,JOURNAL OF INTERNATIONAL ENTREPRENEURSHIP,,,,UNSURE,title_insufficient,,,,,,,,wos
S0620,000365879100005,"Cerrato, Daniele; Piva, Mariacristina",2015,The Effect of Global Orientation on the Performance of International New Ventures: Evidence from Italy,MANAGEMENT INTERNATIONAL REVIEW,,,,UNSURE,title_insufficient,,,,,,,,wos
S0621,000364657500003,"Cahen, Fernanda Ribeiro",2015,INTERNATIONALIZATION OF STATE-OWNED ENTERPRISES THROUGH FOREIGN DIRECT INVESTMENT,RAE-REVISTA DE ADMINISTRACAO DE EMPRESAS,,,,UNSURE,title_insufficient,,,,,,,,wos
S0622,000379684100006,"Delbufalo, Emanuela; Poggesi, Sara; Borra, Simone",2016,"Diversification, family involvement and firm performance Empirical evidence from Italian manufacturing firms",JOURNAL OF MANAGEMENT DEVELOPMENT,,,,UNSURE,title_insufficient,,,,,,,,wos
S0623,000410538900006,"Altomonte, Carlo; Gamba, Simona; Mancusi, Maria Luisa; Vezzulli, Andrea",2016,"R&D investments, financing constraints, exporting and productivity",ECONOMICS OF INNOVATION AND NEW TECHNOLOGY,,,,Y,ip_perf_match,,,,,,,,wos
S0624,000437442700002,"Galina, Simone; Carvalho, Luisa; Costa, Teresa",2016,Innovation management of internationalised IT companies in Brazil and Portugal,INTERNATIONAL JOURNAL OF KNOWLEDGE-BASED DEVELOPMENT,,,,Y,ip_firm_match,,,,,,,,wos
S0625,000391094000003,"Morley, Michael J.; Slavic, Agnes; Poor, Jozsef; Berber, Nemanja",2016,Training practices and organisational performance: A comparative analysis of domestic and international market oriented Organisations in Central & Eastern Europe,JOURNAL OF EAST EUROPEAN MANAGEMENT STUDIES,,,,UNSURE,title_insufficient,,,,,,,,wos
S0626,000389336000004,"Jeong, So Won",2016,Types of foreign networks and internationalization performance of Korean SMEs,MULTINATIONAL BUSINESS REVIEW,,,,Y,ip_perf_match,,,,,,,,wos
S0627,000386651100006,"Chuang, Wen-Bin; Chang, To-Han; Lin, Hui-lin",2016,Offshore R&D and Taiwan-based firm's productivity - does subsidiary mandate matter?,TOTAL QUALITY MANAGEMENT & BUSINESS EXCELLENCE,,,,UNSURE,title_insufficient,,,,,,,,wos
S0628,000384964900006,"Lo, Fang-Yi; Chiu, Shih-Kuan; Shih, Pei-Wen",2016,"OWNERSHIP CONCENTRATION, LOCATION, AND INTERNALIZATION ADVANTAGE IN FINANCIAL PERFORMANCE",ROMANIAN JOURNAL OF ECONOMIC FORECASTING,,,,UNSURE,title_insufficient,,,,,,,,wos
S0629,000436480700002,"Moini, Hamid; Kuada, John; Decker, Arnim",2016,Internationalisation of family-owned businesses in a geographically remote area,INTERNATIONAL JOURNAL OF ENTREPRENEURIAL VENTURING,,,,Y,ip_firm_match,,,,,,,,wos
S0630,000436302400004,"Eduardsen, Jonas Stromfeldt; Ivang, Reimer",2016,Internet-enabled internationalisation: a review of the empirical literature and a research agenda,INTERNATIONAL JOURNAL OF BUSINESS ENVIRONMENT,,,,UNSURE,title_insufficient,,,,,,,,wos
S0631,000394391600002,"Dau, Luis Alfonso",2016,Knowledge will set you free Enhancing the firm's responsiveness to institutional change,INTERNATIONAL JOURNAL OF EMERGING MARKETS,,,,UNSURE,title_insufficient,,,,,,,,wos
S0632,000379818700008,"Oparaocha, Gospel Onyema",2016,Towards building internal social network architecture that drives innovation: a social exchange theory perspective,JOURNAL OF KNOWLEDGE MANAGEMENT,,,,UNSURE,title_insufficient,,,,,,,,wos
S0633,000377893400005,"Horta, Isabel M.; Kapelko, Magdalena; lansink, Alfons OuDe; Camanho, Ana S.",2016,THE IMPACT OF INTERNATIONALIZATION AND DIVERSIFICATION ON CONSTRUCTION INDUSTRY PERFORMANCE,INTERNATIONAL JOURNAL OF STRATEGIC PROPERTY MANAGEMENT,,,,Y,ip_perf_match,,,,,,,,wos
S0634,000375785900006,"Prange, Christiane; Bruyaka, Olga",2016,"Better at home, abroad, or both? How Chinese firms use ambidextrous internationalization strategies to drive innovation",CROSS CULTURAL & STRATEGIC MANAGEMENT,,,,Y,ip_firm_match,,,,,,,,wos
S0635,000381914700003,"de Jorge Moreno, Justo; Rojas Carrasco, Oscar",2016,"Efficiency, internationalization and market positioning in textiles fast fashion The Inditex case",INTERNATIONAL JOURNAL OF RETAIL & DISTRIBUTION MANAGEMENT,,,,Y,ip_perf_match,,,,,,,,wos
S0636,000374177100004,"Fuchs, Manfred; Koestner, Mariella",2016,Antecedents and consequences of firm's export marketing strategy An empirical study of Austrian SMEs (a contingency perspective),MANAGEMENT RESEARCH REVIEW,,,,Y,ip_firm_match,,,,,,,,wos
S0637,000436887600001,"Ou-Yang, Hsin-Yi; Chaisingharn, Nuttarin; Trung Hai Nguyen",2016,The impacts of entrepreneurship on export orientation and internationalisation: the moderating effects of family ownership and involvement,INTERNATIONAL JOURNAL OF INNOVATION AND LEARNING,,,,UNSURE,title_insufficient,,,,,,,,wos
S0638,000379245500008,"Brida, Juan Gabriel; Ramon-Rodriguez, Ana B.; Jesus Such-Devesa, Maria; Driha, Oana",2016,The inverted-U relationship between the degree of internationalization and the performance: The case of Spanish hotel chains,TOURISM MANAGEMENT PERSPECTIVES,,,,Y,ip_perf_match,,,,,,,,wos
S0639,000371517400004,"Neves, Alexandre; Teixeira, Aurora A. C.; Silva, Sandra T.",2016,Exports-R&D investment complementarity and economic performance of firms located in Portugal,INVESTIGACION ECONOMICA,,,,Y,ip_perf_match,,,,,,,,wos
S0640,000366086000008,"Swoboda, Bernhard; Olejnik, Edith",2016,Linking Processes and Dynamic Capabilities of International SMEs: The Mediating Effect of International Entrepreneurial Orientation,JOURNAL OF SMALL BUSINESS MANAGEMENT,,,,UNSURE,title_insufficient,,,,,,,,wos
S0641,000366557100001,"Dolores Parra, Maria; Martinez-Zarzoso, Inmaculada",2015,Imported Inputs and Egyptian Exports: Exploring the Links,ECONOMICS-THE OPEN ACCESS OPEN-ASSESSMENT E-JOURNAL,,,,UNSURE,title_insufficient,,,,,,,,wos
S0642,000366556400001,"Hollenstein, Heinz; Berger, Martin",2015,Choice of Foreign R&D Entry Mode and Its Relation to Firm Performance: A Firm-level Analysis for Switzerland and Austria,ECONOMICS-THE OPEN ACCESS OPEN-ASSESSMENT E-JOURNAL,,,,UNSURE,title_insufficient,,,,,,,,wos
S0643,000362621500029,"Biener, Christian; Eling, Martin; Wirfs, Jan Hendrik",2016,The determinants of efficiency and productivity in the Swiss insurance industry,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,,,,UNSURE,title_insufficient,,,,,,,,wos
S0644,000368206700028,"Giacomarra, Marcella; Galati, Antonino; Crescimanno, Maria; Tinervia, Salvatore",2016,The integration of quality and safety concerns in the wine industry: the role of third-party voluntary certifications,JOURNAL OF CLEANER PRODUCTION,,,,UNSURE,title_insufficient,,,,,,,,wos
S0645,000367309300006,"Zoogah, David; Mburu, Henry K.",2015,Are Firms in Developing Countries in Spider Webs or Iron Cages? Geographic Traps and Firm Performance,THUNDERBIRD INTERNATIONAL BUSINESS REVIEW,,,,UNSURE,title_insufficient,,,,,,,,wos
S0646,000367637800016,"Bhaumik, Sumon Kumar; Driffield, Nigel; Zhou, Ying",2016,"Country specific advantage, firm specific advantage and multinationality - Sources of competitive advantage in emerging markets: Evidence from the electronics industry in China",INTERNATIONAL BUSINESS REVIEW,,,,Y,ip_firm_match,,,,,,,,wos
S0647,000367526800005,"Lu, Jane Wenzhen; Liang, Xueji; Shan, Mengmeng; Liang, Xiaoya",2015,Internationalization and Performance of Chinese Family Firms: The Moderating Role of Corporate Governance,MANAGEMENT AND ORGANIZATION REVIEW,,,,Y,ip_perf_match,,,,,,,,wos
S0648,000367467100008,"Whittaker, D. Hugh; Fath, Benjamin P.; Fiedler, Antje",2016,Assembling capabilities for innovation: Evidence from New Zealand SMEs,INTERNATIONAL SMALL BUSINESS JOURNAL-RESEARCHING ENTREPRENEURSHIP,,,,UNSURE,title_insufficient,,,,,,,,wos
S0649,000367467100006,"Dada, Olufunmilola (Lola); Fogg, Helen",2016,"Organizational learning, entrepreneurial orientation, and the role of university engagement in SMEs",INTERNATIONAL SMALL BUSINESS JOURNAL-RESEARCHING ENTREPRENEURSHIP,,,,UNSURE,title_insufficient,,,,,,,,wos
S0650,000372389600011,"Giovannetti, Giorgia; Marvasi, Enrico",2016,Food exporters in global value chains: Evidence from Italy,FOOD POLICY,,,,UNSURE,title_insufficient,,,,,,,,wos
S0651,000370093300009,"Estrin, Saul; Meyer, Klaus E.; Nielsen, Bo B.; Nielsen, Sabina",2016,Home country institutions and the internationalization of state owned enterprises: A cross-country analysis,JOURNAL OF WORLD BUSINESS,,,,N,not_firm,,,,,,,,wos
S0652,000370093300006,"Wu, Jie; Wang, Chengqi; Hong, Junjie; Piperopoulos, Panagiotis; Zhuo, Shuaihe",2016,Internationalization and innovation performance of emerging market enterprises: The role of host-country institutional development,JOURNAL OF WORLD BUSINESS,,,,Y,ip_perf_match,,,,,,,,wos
S0653,000367467100007,"Charoensukmongkol, Peerayuth",2016,Cultural intelligence and export performance of small and medium enterprises in Thailand: Mediating roles of organizational capabilities,INTERNATIONAL SMALL BUSINESS JOURNAL-RESEARCHING ENTREPRENEURSHIP,,,,Y,ip_perf_match,,,,,,,,wos
S0654,000368199800008,"Altuzarra, A.; Bustillo, R.; Rodriguez, C.",2016,Understanding Export Market Success: Evidence from Manufacturing Firms,OPEN ECONOMIES REVIEW,,,,Y,ip_firm_match,,,,,,,,wos
S0655,000368692000003,"Hilmersson, Mikael; Johanson, Martin",2016,Speed of SME Internationalization and Performance,MANAGEMENT INTERNATIONAL REVIEW,,,,Y,ip_perf_match,,,,,,,,wos
S0656,000369500300006,"Belitz, Heike; Moelders, Florian",2016,International knowledge spillovers through high-tech imports and R&D of foreign-owned firms,JOURNAL OF INTERNATIONAL TRADE & ECONOMIC DEVELOPMENT,,,,UNSURE,title_insufficient,,,,,,,,wos
S0657,000369327400003,"De Clercq, Dirk; Zhou, Lianxi; Wu, Aiqi",2016,Unpacking the relationship between young ventures' international learning effort and performance in the context of an emerging economy,INTERNATIONAL ENTREPRENEURSHIP AND MANAGEMENT JOURNAL,,,,UNSURE,title_insufficient,,,,,,,,wos
S0658,000369428900001,"Clarke, Ruth; Chandra, Ramdas; Machado, Marcilio",2016,SMEs and social capital: exploring the Brazilian context,EUROPEAN BUSINESS REVIEW,,,,UNSURE,title_insufficient,,,,,,,,wos
S0659,000436709400005,"Papastamatelou, Julie; Busch, Rainer; Otken, Begum; Okan, Elif Y.; Gassemi, Karim",2016,Effects of Network Capabilities on Firm Performance across Cultures,INTERNATIONAL JOURNAL OF MANAGEMENT AND ECONOMICS,,,,UNSURE,title_insufficient,,,,,,,,wos
S0660,000408341600006,"Volonte, Christophe; Gantenbein, Pascal",2016,"Directors' human capital, firm strategy, and firm performance",JOURNAL OF MANAGEMENT & GOVERNANCE,,,,UNSURE,title_insufficient,,,,,,,,wos
S0661,000413902400003,"Polemis, Michael L.; Fotis, Panagiotis N.",2016,Measuring the Magnitude of Significant Market Power in the Manufacturing and Services Industries: A Cross Country Approach,JOURNAL OF INDUSTRY COMPETITION & TRADE,,,,UNSURE,title_insufficient,,,,,,,,wos
S0662,000377033400007,"Jung, Heung-Jun; Noh, Sung-Chul; Chung, Sun-Wook",2016,. Maximizing the Benefits of Internationalization: The Moderating Role of Labour Flexibility,RELATIONS INDUSTRIELLES-INDUSTRIAL RELATIONS,,,,UNSURE,title_insufficient,,,,,,,,wos
S0663,000374180900007,"Du, Xingqiang; Luo, Jin-hui",2016,"Political Connections, Home Formal Institutions, and Internationalization: Evidence from China",MANAGEMENT AND ORGANIZATION REVIEW,,,,UNSURE,title_insufficient,,,,,,,,wos
S0664,000370042700013,"Pietrovito, Filomena; Pozzolo, Alberto Franco; Salvatici, Luca",2016,Internationalization choices: an ordered probit analysis at industry level,EMPIRICAL ECONOMICS,,,,N,not_firm,,,,,,,,wos
S0665,000370093300012,"Yuan, Lin; Pangarkar, Nitin; Wu, Jie",2016,The interactive effect of time and host country location on Chinese MNCs' performance: An empirical investigation,JOURNAL OF WORLD BUSINESS,,,,UNSURE,title_insufficient,,,,,,,,wos
S0666,000370093300002,"Luo, Yadong; Bu, Juan",2016,How valuable is information and communication technology? A study of emerging economy enterprises,JOURNAL OF WORLD BUSINESS,,,,UNSURE,title_insufficient,,,,,,,,wos
S0667,000370093300001,"Dikova, Desislava; Jaklic, Andreja; Burger, Anze; Kuncic, Aljaz",2016,What is beneficial for first-time SME-exporters from a transition economy: A diversified or a focused export-strategy?,JOURNAL OF WORLD BUSINESS,,,,Y,ip_firm_match,,,,,,,,wos
S0668,000370093300003,"Dutta, Dev K.; Malhotra, Shavin; Zhu, PengCheng",2016,"Internationalization process, impact of slack resources, and role of the CEO: The duality of structure and agency in evolution of cross-border acquisition decisions",JOURNAL OF WORLD BUSINESS,,,,UNSURE,title_insufficient,,,,,,,,wos
S0669,000369645600014,"Aureli, Selena",2015,Performance of unlisted Italian companies acquired by multinationals from emerging markets The case of Indian acquisitions,JOURNAL OF ORGANIZATIONAL CHANGE MANAGEMENT,,,,Y,ip_perf_match,,,,,,,,wos
S0670,000370996800009,"Benito-Osorio, Diana; Colino, Alberto; Angel Guerras-Martin, Luis; Angel Zuniga-Vicente, Jose",2016,The international diversification-performance link in Spain: Does firm size really matter?,INTERNATIONAL BUSINESS REVIEW,,,,UNSURE,title_insufficient,,,,,,,,wos
