study_id,wos_id,authors,year,title,journal,screen_l1,screen_l1_reason,prescreen_flag,prescreen_reason,prescreen_icrv,prescreen_doi_type,prescreen_fp_type
S0389,000318172800006,"Albarran, Pedro; Carrasco, Raquel; Holl, Adelheid",2013,Domestic transport infrastructure and firms' export market participation,SMALL BUSINESS ECONOMICS,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,,,
S0390,000316153900022,"Jain, Naveen K.; Hausknecht, Douglas R.; Mukherjee, Debmalya",2013,Location determinants for emerging market firms,MANAGEMENT DECISION,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,2,,
S0392,000316515200007,"Gao, Lan; Liu, Xiaohui; Zou, Huan",2013,The role of human mobility in promoting Chinese outward FDI: A neglected factor?,INTERNATIONAL BUSINESS REVIEW,UNSURE,title_insufficient,Y,INCL:FDI,2,FDI,
S0393,000316515200005,"Cowan, Adrian; Huang, Chia-Hsing; Padmanabhan, Prasad; Wang, Chi-Hui",2013,The determinants of foreign giving: An exploratory empirical investigation of US manufacturing firms,INTERNATIONAL BUSINESS REVIEW,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,1,,
S0398,000317851900004,"Aristei, David; Castellani, Davide; Franco, Chiara",2013,Firms' exporting and importing activities: is there a two-way relationship?,REVIEW OF WORLD ECONOMICS,UNSURE,title_insufficient,UNSURE,WEAK-INCL:exporter,,,
S0400,000319774900014,"Esteve-Perez, Silviano; Rodriguez, Diego",2013,The dynamics of exports and R&D in SMEs,SMALL BUSINESS ECONOMICS,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,,,
S0402,000318172800002,"Eisenhardt, Kathleen M.",2013,Top management teams and the performance of entrepreneurial firms,SMALL BUSINESS ECONOMICS,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,,,
S0405,000318380100048,"Sun, Kyung-A; Lee, Seoki",2013,Determinants of degree of internationalization for US restaurant firms,INTERNATIONAL JOURNAL OF HOSPITALITY MANAGEMENT,UNSURE,title_insufficient,Y,INCL:internationalization|DOI,1,DOI,
S0406,000319865800004,"Fu, Dahai; Wu, Yanrui",2013,Foreign Entry and Profitability of Domestic Firms: Evidence from China,ASIAN ECONOMIC PAPERS,UNSURE,title_insufficient,UNSURE,WEAK-INCL:financial-perf,2,,financial_perf
S0408,000320082800002,"Khalifah, Noor Aini",2013,Ownership and technical efficiency in Malaysia's automotive industry: A stochastic frontier production function analysis,JOURNAL OF INTERNATIONAL TRADE & ECONOMIC DEVELOPMENT,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,2,,
S0410,000321758500006,"Qian, Gongming; Li, Lee; Rugman, Alan M.",2013,Liability of country foreignness and liability of regional foreignness: Their effects on geographic diversification and firm performance,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,UNSURE,title_insufficient,Y,INCL:geo-diversification|firm-performance,,geographic_diversification,firm_performance
S0413,000323036300010,"Jin, Zhigang; Deng, Fei; Li, Heng; Skitmore, Martin",2013,Practical Framework for Measuring Performance of International Construction Firms,JOURNAL OF CONSTRUCTION ENGINEERING AND MANAGEMENT,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,,,
S0414,000323048500006,"Chen, Hsiang-Lan; Ho, Mei Hsiu-Ching; Hsu, Wen-Tsung",2013,Does board social capital influence chief executive officers' investment decisions in research and development?,R & D MANAGEMENT,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,,,
S0415,000323048500004,"Frey, Marco; Iraldo, Fabio; Testa, Francesco",2013,The determinants of innovation in green supply chains: evidence from an Italian sectoral study,R & D MANAGEMENT,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,,,
S0416,000323470500021,"Lorentz, Harri; Kittipanya-ngam, Pichawadee; Srai, Jagjit Singh",2013,Emerging market characteristics and supply network adjustments in internationalising food supply chains,INTERNATIONAL JOURNAL OF PRODUCTION ECONOMICS,UNSURE,title_insufficient,Y,INCL:internationalization,2,other,
S0418,000323864200009,"Koh, Yoon; Lee, Seoki; Choi, Chris",2013,The income elasticity of demand and firm performance of US restaurant companies by restaurant type during recessions,TOURISM ECONOMICS,UNSURE,title_insufficient,Y,INCL:firm-performance,1,,firm_performance
S0419,000325595500004,"Jiang, Fuming; Stening, Bruce W.",2013,Do indigenous firms incur a liability of localness when operating in their home market? The case of China,JOURNAL OF WORLD BUSINESS,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,2,,
S0420,000325651100004,"Altomonte, Carlo; Aquilante, Tommaso; Bekes, Gabor; Ottaviano, Gianmarco I. P.; Manacorda, Marco",2013,Internationalization and innovation of firms: evidence and policy,ECONOMIC POLICY,UNSURE,title_insufficient,Y,INCL:internationalization,,other,
S0422,000323458000012,"Chandra, Piyush; Long, Cheryl",2013,Anti-dumping Duties and their Impact on Exporters: Firm Level Evidence from China,WORLD DEVELOPMENT,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,2,,
S0425,000324666900001,"Lo Turco, Alessia; Maggioni, Daniela",2013,Does Trade Foster Employment Growth in Emerging Markets? Evidence from Turkey,WORLD DEVELOPMENT,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,2,,
S0426,000325119200006,"Koh, Yoon; Lee, Seoki; Basu, Sudipta; Roehl, Wesley S.",2013,Determinants of involuntary cross-listing: US restaurant companies' perspective,INTERNATIONAL JOURNAL OF CONTEMPORARY HOSPITALITY MANAGEMENT,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,1,,
S0427,000325847500003,"Cantwell, Brendan; Taylor, Barrett J.",2013,Internationalization of the postdoctorate in the United States: analyzing the demand for international postdoc labor,HIGHER EDUCATION,UNSURE,title_insufficient,Y,INCL:internationalization,1,other,
S0428,000325669000001,"Belderbos, Rene; Leten, Bart; Suzuki, Shinya",2013,How global is R&D? Firm-level determinants of home-country bias in R&D,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,,,
S0429,000325664200004,"Wu, Jie; Wu, Zefu",2013,Firm capabilities and the performance in regional polarization,MANAGEMENT DECISION,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,,,
S0431,000327082900002,"Song, Sangcheol",2013,"FDI Structure, Investment Specificity, and Multinationality Value under Host Market Uncertainty",MANAGEMENT INTERNATIONAL REVIEW,UNSURE,title_insufficient,Y,INCL:MNE|FDI,,FDI,
S0464,000328189700008,"Geluebcke, John Philipp Weche",2013,Foreign ownership and firm performance in German services,SERVICE INDUSTRIES JOURNAL,UNSURE,title_insufficient,Y,INCL:firm-performance,1,,firm_performance
S0465,000329520500001,"Clarke, James E.; Tamaschke, Rick; Liesch, Peter W.",2013,International Experience in International Business Research: A Conceptualization and Exploration of Key Themes,INTERNATIONAL JOURNAL OF MANAGEMENT REVIEWS,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,,,
S0473,000328287900007,"Lumpkin, G. T.; Dess, Gregory G.",2013,Strategy in family business: Recent findings and future challenges,LANDSCAPE OF FAMILY BUSINESS,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,,,
S0475,000329920600002,"Chen, Hsiang-Lan",2013,CEO Tenure and R&D Investment: The Moderating Effect of Board Capital,JOURNAL OF APPLIED BEHAVIORAL SCIENCE,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,,,
S0476,000330175800003,"Calia, Pinuccia; Ferrante, Maria Rosaria",2013,How do firms combine different internationalisation modes? A multivariate probit approach,REVIEW OF WORLD ECONOMICS,UNSURE,title_insufficient,Y,INCL:internationalization,,other,
S0478,000330342900002,"Rasiah, Rajah; Myint, Myo Myo",2013,"OWNERSHIP, TECHNOLOGICAL CAPABILITIES AND EXPORTS OF GARMENT FIRMS IN MYANMAR",TECHNOLOGICAL AND ECONOMIC DEVELOPMENT OF ECONOMY,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,6,,
S0286,000212662100004,"He, Xiaoming; Cui, Lin",2012,Can strong home country institutions foster the internationalization of MNEs?,MULTINATIONAL BUSINESS REVIEW,UNSURE,title_insufficient,Y,INCL:internationalization|MNE,,other,
S0287,000212662100002,"Almodovar, Paloma",2012,The international performance of standardizing and customizing Spanish firms: The M curve relationships,MULTINATIONAL BUSINESS REVIEW,UNSURE,title_insufficient,Y,INCL:MNE,,other,
S0288,000211717300002,"Rao, P. M.; Chandra, Ramdas; Shin, Jongtae",2012,R&D offshoring in multinational enterprises Relevance of transaction cost and internalization theories,COMPETITIVENESS REVIEW,UNSURE,title_insufficient,Y,INCL:MNE|subsidiaries,,other,
S0290,000212472900004,"Zanfei, Antonello",2012,Playing around an oxymoron: international business with a human face,CRITICAL PERSPECTIVES ON INTERNATIONAL BUSINESS,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,,,
S0295,000299450100004,"Lin, Wen-Ting",2012,"Family ownership and internationalization processes: Internationalization pace, internationalization scope, and internationalization rhythm",EUROPEAN MANAGEMENT JOURNAL,UNSURE,title_insufficient,Y,INCL:internationalization,,other,
S0299,000299322100005,"Laamanen, Tomi; Simula, Tatu; Torstila, Sami",2012,Cross-border relocations of headquarters in Europe,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,,,
S0300,000299322100002,"Jordan, Steven J.",2012,Time-varying risk and long-term reversals: A re-examination of the international evidence,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,,,
S0301,000299592800008,"Rahmandad, Hazhir",2012,Impact of Growth Opportunities and Competition on Firm-Level Capability Development Trade-offs,ORGANIZATION SCIENCE,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,,,
S0302,000213004100006,"Zhang, Xiao; Ma, Xufei; Wang, Yue",2012,"Entrepreneurial Orientation, Social Capital, and the Inter-national-ization of SMEs: Evidence From China",THUNDERBIRD INTERNATIONAL BUSINESS REVIEW,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,2,,
S0307,000300692400003,"Arndt, Christian; Buch, Claudia M.; Mattes, Anselm",2012,Disentangling barriers to internationalization,CANADIAN JOURNAL OF ECONOMICS-REVUE CANADIENNE D ECONOMIQUE,UNSURE,title_insufficient,Y,INCL:internationalization,,other,
S0308,000300440400006,"Baldwin, John R.; Brown, W. Mark; Gu, Wulong",2012,"Geographic market access and the effects of trade on length of production run, product diversity and plant scale of Canadian manufacturing plants, 1974-1999",JOURNAL OF ECONOMIC GEOGRAPHY,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,,,
S0310,000301755100015,"Ripolles, Maria; Blesa, Andreu",2012,"International new ventures as ""small multinationals"": The importance of marketing capabilities",JOURNAL OF WORLD BUSINESS,UNSURE,title_insufficient,Y,INCL:MNE,,other,
S0319,000302550700005,"Rivas, Jose Luis",2012,Co-opting the environment: an empirical test of resource-dependence theory,INTERNATIONAL JOURNAL OF HUMAN RESOURCE MANAGEMENT,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,,,
S0320,000303480600005,"Krabel, Stefan; Siegel, Donald S.; Slavtchev, Viktor",2012,The internationalization of science and its influence on academic entrepreneurship,JOURNAL OF TECHNOLOGY TRANSFER,UNSURE,title_insufficient,Y,INCL:internationalization,,other,
S0324,000305806800006,"Sandulli, Francesco D.; Fernandez-Menendez, Jose; Rodriguez-Duarte, Antonio; Ignacio Lopez-Sanchez, Jose",2012,The productivity payoff of information technology in multimarket SMEs,SMALL BUSINESS ECONOMICS,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,,,
S0325,000304340000013,"Liu, Meng-chun; Chen, Shin-Horng",2012,MNCs' offshore R&D networks in host country's regional innovation system: The case of Taiwan-based firms in China,RESEARCH POLICY,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,1,,
S0328,000215507200013,"O'Cass, Aron; Ngo, Liem Viet; Heirati, Nima",2012,Examining market entry mode strategies via resource-based and institutional influences: Empirical evidence from a region-within-country economy context,AUSTRALASIAN MARKETING JOURNAL,UNSURE,title_insufficient,UNSURE,WEAK-INCL:entry-mode,,entry_mode,
S0329,000445407000003,"Stojcic, Nebojsa",2012,THE COMPETITIVENESS OF EXPORTERS FROM CROATIAN MANUFACTURING INDUSTRY,EKONOMSKI PREGLED,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,,,
S0331,000213019600006,"Chao, Mike Chen-Ho; Kim, Seung H.; Zhao, Hongxin; Hsu, Chin-Chun",2012,Performance Implications of MNEs' Diversification Strategies and Institutional Distance,THUNDERBIRD INTERNATIONAL BUSINESS REVIEW,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,,,
S0332,000309944600002,"Albornoz, Facundo; Pardo, Hector F. Calvo; Corcos, Gregory; Ornelas, Emanuel",2012,Sequential exporting,JOURNAL OF INTERNATIONAL ECONOMICS,UNSURE,title_insufficient,UNSURE,WEAK-INCL:exporter,,,
S0333,000309548800003,"Wang, Chengqi; Hong, Junjie; Kafouros, Mario; Wright, Mike",2012,Exploring the role of government involvement in outward FDI from emerging economies,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,UNSURE,title_insufficient,Y,INCL:FDI,2,FDI,
S0335,000307526100014,"Li, Lee; Qian, Gongming; Qian, Zhengming",2012,The performance of small and medium-sized technology-based enterprises: Do product diversity and international diversity matter?,INTERNATIONAL BUSINESS REVIEW,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,,,
S0339,000308110200014,"Larrode, Emilio; Maria Moreno-Jimenez, Jose; Muerza, M. Victoria",2012,An AHP-multicriteria suitability evaluation of technological diversification in the automotive industry,INTERNATIONAL JOURNAL OF PRODUCTION RESEARCH,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,,,
S0340,000308787100001,"Curzi, Daniele; Olper, Alessandro",2012,Export behavior of Italian food firms: Does product quality matter?,FOOD POLICY,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,,,
S0341,000308990100009,"Steinerowska-Streb, Izabella",2012,THE DETERMINANTS OF ENTERPRISE PROFITABILITY DURING REDUCED ECONOMIC ACTIVITY,JOURNAL OF BUSINESS ECONOMICS AND MANAGEMENT,UNSURE,title_insufficient,UNSURE,WEAK-INCL:financial-perf,,,financial_perf
S0343,000309328200009,"Wu, Dong; Wu, Xiao-bo; Zhou, Hao-jun",2012,International expansion and firm performance in emerging market: evidence from China,CHINESE MANAGEMENT STUDIES,UNSURE,title_insufficient,Y,INCL:firm-performance,2,,firm_performance
S0344,000309328200007,"Deng, Xinming; Tian, Zhilong; Li, Jianfeng; Abrar, Muhammad",2012,The diversification effects of a firm's political connection and its performance implications Evidence from China,CHINESE MANAGEMENT STUDIES,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,2,,
S0348,000410122800005,"Cerrato, Daniele; Piva, Mariacristina",2012,"The internationalization of small and medium-sized enterprises: the effect of family management, human capital and foreign ownership",JOURNAL OF MANAGEMENT AND GOVERNANCE,UNSURE,title_insufficient,Y,INCL:internationalization,,other,
S0369,000312541600004,"Cainelli, Giulio; Mazzanti, Massimiliano; Montresor, Sandro",2012,"Environmental Innovations, Local Networks and Internationalization",INDUSTRY AND INNOVATION,UNSURE,title_insufficient,Y,INCL:internationalization,,other,
S0381,000314194400007,"Malik, Tariq",2012,"First mover, strategic alliances and performance: context of turmoil in China",CHINESE MANAGEMENT STUDIES,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,2,,
S0383,000314494500004,"Thomas, Rani Maria; Narayanan, K.; Ramanathan, A.",2012,A Comparative Study of Technology and Industry Clusters of SMEs in India,SCIENCE TECHNOLOGY AND SOCIETY,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,2,,
S0217,000217153000004,"Velucchi, M.; Viviani, A.",2011,DETERMINANTS OF THE ITALIAN LABOR PRODUCTIVITY: A QUANTILE REGRESSION APPROACH,STATISTICA,UNSURE,title_insufficient,UNSURE,WEAK-INCL:productivity,,,labor_productivity
S0218,000211565400002,"Cieslik, Jerzy; Kaciak, Eugene",2011,The Response of MNCs to Radical Systemic Change in a Transition Environment,JOURNAL OF EAST-WEST BUSINESS,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,,,
S0219,000213316300005,"Afza, Talat; Alam, Atia",2011,Corporate derivatives and foreign exchange risk management A case study of non-financial firms of Pakistan,JOURNAL OF RISK FINANCE,UNSURE,title_insufficient,N,EXCL:case-study,,,
S0222,000443577000008,"Beena, P. L.",2011,Economic Liberalisation and Financing Pattern of Indian Acquiring Firms Abroad,TRANSNATIONAL CORPORATIONS REVIEW,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,2,,
S0224,000213181900003,"Elango, B.",2011,Does market context impact payoffs to internationalization?,EUROPEAN BUSINESS REVIEW,UNSURE,title_insufficient,Y,INCL:internationalization,,other,
S0226,000213946600005,"Munoz-Bullon, Fernando; Sanchez-Bueno, Maria J.",2011,Is there new evidence to show that product and international diversification influence SMEs' performance?,EUROMED JOURNAL OF BUSINESS,UNSURE,title_insufficient,Y,INCL:geo-diversification,,geographic_diversification,
S0227,000212130400007,"Mohr, Alexander; Shoobridge, Gonzalo E.",2011,The role of multi-ethnic workforces in the internationalisation of SMEs,JOURNAL OF SMALL BUSINESS AND ENTERPRISE DEVELOPMENT,UNSURE,title_insufficient,Y,INCL:internationalization,,other,
S0229,000211710100004,"Chang, Juichuan",2011,The early and rapid internationalization of Asian emerging MNEs,COMPETITIVENESS REVIEW,UNSURE,title_insufficient,Y,INCL:internationalization,,other,
S0231,000297829900009,"Javalgi, Rajshekhar (Raj) G.; Todd, Patricia; Granot, Elad",2011,The internationalization of Indian SMEs in B-to-B markets,JOURNAL OF BUSINESS & INDUSTRIAL MARKETING,UNSURE,title_insufficient,Y,INCL:internationalization,2,other,
S0232,000292746800010,"Portes, Richard; Baldursson, Fridrik Mar; Olafsson, Frosti",2011,The Internationalization of Iceland's Financial Sector,PRELUDES TO THE ICELANDIC FINANCIAL CRISIS,UNSURE,title_insufficient,Y,INCL:internationalization,,other,
S0234,000292175800004,"Omerzel, Doris Gomezelj; Antoncic, Bostjan; Ruzzier, Mitja",2011,Developing and testing a multi-dimensional knowledge management model on Slovenian SMEs,BALTIC JOURNAL OF MANAGEMENT,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,,,
S0238,000288750200002,"Loane, Sharon; Bell, Jim",2011,AWAKENING DRAGONS: AN EXPLORATION OF THE INTERNATIONALISATION OF CHINESE SMES FROM THE ELECTRONICS SECTOR,INTERNATIONAL MARKETING: EMERGING MARKETS,UNSURE,title_insufficient,Y,INCL:internationalization,2,other,
S0239,000213482300006,"Liao, Kun; Marsillac, Erika; Johnson, Eldon; Liao, Ying",2011,Global supply chain adaptations to improve financial performance Supply base establishment and logistics integration,JOURNAL OF MANUFACTURING TECHNOLOGY MANAGEMENT,UNSURE,title_insufficient,UNSURE,WEAK-INCL:financial-perf,,,financial_perf
S0241,000286165100006,"Cassiman, Bruno; Golovko, Elena",2011,Innovation and internationalization through exports,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,UNSURE,title_insufficient,Y,INCL:internationalization,,other,
